Plant_ID,Production_Date,Shift,Planned_Units,Units_Produced,Defective_Units,Defect_Type,Supplier_ID,Raw_Material,Lead_Time_Days,Downtime_Minutes,Downtime_Reason,Inventory_Level,Reorder_Level,Production_Cost_Per_Unit,Delivery_Delay_Days,Defect_Rate,Production_Efficiency,Inventory_Status
R_Chakan,18-07-2024,C,213,209,14,Electrical,ZF,Gearbox,12,107,Material_Shortage,624,546,61183.99,5,6.7,98.12,Optimal
R_Chakan,06-09-2024,B,183,160,1,Painting,Bosch,Engine_Parts,14,120,Maintenance,254,594,53244.66,1,0.62,87.43,Below Reorder
R_Pune,29-01-2024,A,203,194,13,Assembly,Valeo,Engine_Parts,9,99,Power_Failure,387,390,68705.92,5,6.7,95.57,Below Reorder
R_Chakan,04-02-2024,C,184,148,10,Assembly,Mahindra_Suppliers,Body_Parts,4,65,Power_Failure,596,566,75536.12,2,6.76,80.43,Optimal
R_Chakan,13-04-2024,A,237,214,9,Welding,Bosch,Electronics,10,162,Machine_Failure,480,392,64653.54,5,4.21,90.3,Optimal
R_Pune,20-09-2024,C,226,200,11,Assembly,Mahindra_Suppliers,Gearbox,2,61,Material_Shortage,312,465,46438.89,3,5.5,88.5,Below Reorder
R_Pune,25-01-2024,B,200,200,10,Assembly,Mahindra_Suppliers,Electronics,6,102,Machine_Failure,892,519,69104.17,0,5.0,100.0,Optimal
R_Chakan,16-01-2024,C,218,184,9,Welding,Bosch,Electronics,2,174,Material_Shortage,1079,412,77538.42,4,4.89,84.4,Optimal
R_Pune,22-07-2024,C,210,184,6,Painting,Mahindra_Suppliers,Body_Parts,13,99,Maintenance,1170,469,76129.08,4,3.26,87.62,Optimal
R_Pune,03-02-2024,A,249,227,10,Assembly,ZF,Gearbox,12,27,Material_Shortage,1118,558,76115.89,1,4.41,91.16,Optimal
R_Pune,21-03-2024,A,189,160,3,Painting,Valeo,Body_Parts,13,68,Machine_Failure,218,435,73142.39,0,1.88,84.66,Below Reorder
R_Chakan,30-05-2024,B,212,199,8,Electrical,Continental,Electronics,6,142,Maintenance,508,555,53349.58,5,4.02,93.87,Below Reorder
R_Chakan,09-09-2024,A,255,251,10,Welding,Bosch,Engine_Parts,10,80,Machine_Failure,304,370,52270.12,1,3.98,98.43,Below Reorder
R_Chakan,25-07-2024,A,260,235,2,No Defect,Continental,Engine_Parts,2,118,Maintenance,1096,361,53428.07,4,0.85,90.38,Optimal
R_Chakan,12-07-2024,B,245,241,11,Painting,ZF,Engine_Parts,10,19,Power_Failure,818,517,69191.18,4,4.56,98.37,Optimal
R_Chakan,27-06-2024,A,201,198,1,No Defect,ZF,Engine_Parts,10,28,Machine_Failure,262,574,60703.43,3,0.51,98.51,Below Reorder
R_Aurangabad,07-03-2024,B,195,193,7,Welding,Continental,Body_Parts,5,20,Maintenance,1051,562,64280.29,1,3.63,98.97,Optimal
R_Aurangabad,16-07-2024,C,237,205,3,Electrical,Valeo,Engine_Parts,8,91,Material_Shortage,886,418,68855.01,3,1.46,86.5,Optimal
R_Aurangabad,15-06-2024,C,187,186,0,Assembly,Bosch,Engine_Parts,11,32,Machine_Failure,970,508,77140.1,2,0.0,99.47,Optimal
R_Aurangabad,15-04-2024,A,259,257,4,Painting,Continental,Engine_Parts,15,74,Material_Shortage,760,595,74760.69,1,1.56,99.23,Optimal
R_Chakan,08-07-2024,C,254,233,13,Painting,Continental,Body_Parts,14,50,Power_Failure,1185,557,60357.09,1,5.58,91.73,Optimal
R_Chakan,22-01-2024,B,234,223,8,Assembly,Continental,Gearbox,3,6,Machine_Failure,968,417,78143.01,0,3.59,95.3,Optimal
R_Aurangabad,31-07-2024,A,217,216,2,Welding,Continental,Electronics,7,48,Maintenance,1061,584,73099.1,1,0.93,99.54,Optimal
R_Aurangabad,18-01-2024,C,185,174,13,Electrical,ZF,Electronics,7,45,Machine_Failure,244,363,55784.27,4,7.47,94.05,Below Reorder
R_Aurangabad,23-08-2024,C,248,244,3,Electrical,Valeo,Gearbox,2,105,Maintenance,1200,496,77480.23,5,1.23,98.39,Optimal
R_Pune,04-05-2024,A,188,167,13,No Defect,Mahindra_Suppliers,Body_Parts,9,63,Machine_Failure,1198,348,58757.7,2,7.78,88.83,Optimal
R_Aurangabad,07-08-2024,A,232,204,13,Welding,Valeo,Body_Parts,9,104,Power_Failure,683,506,78739.81,2,6.37,87.93,Optimal
R_Aurangabad,12-10-2024,B,188,166,9,Assembly,Valeo,Gearbox,11,63,Material_Shortage,934,550,68471.47,3,5.42,88.3,Optimal
R_Pune,06-03-2024,B,204,179,10,Electrical,Valeo,Body_Parts,13,71,Power_Failure,1189,414,69987.27,4,5.59,87.75,Optimal
R_Pune,20-02-2024,A,212,177,7,Electrical,Mahindra_Suppliers,Gearbox,9,168,Maintenance,562,329,59579.71,1,3.95,83.49,Optimal
R_Aurangabad,07-06-2024,C,189,186,6,Assembly,Mahindra_Suppliers,Body_Parts,10,31,Maintenance,424,348,78027.71,4,3.23,98.41,Optimal
R_Pune,23-09-2024,C,218,188,12,Painting,Continental,Gearbox,11,167,Power_Failure,717,369,49340.91,2,6.38,86.24,Optimal
R_Chakan,14-06-2024,B,218,192,9,Assembly,Bosch,Gearbox,10,97,Maintenance,1087,577,55459.89,4,4.69,88.07,Optimal
R_Pune,20-03-2024,A,259,244,10,Electrical,Mahindra_Suppliers,Gearbox,5,168,Maintenance,904,406,52260.57,2,4.1,94.21,Optimal
R_Aurangabad,06-01-2024,A,247,215,5,No Defect,Valeo,Electronics,9,12,Machine_Failure,506,581,75726.33,3,2.33,87.04,Below Reorder
R_Pune,17-08-2024,C,237,210,13,Electrical,Valeo,Electronics,12,47,Maintenance,597,455,48317.34,4,6.19,88.61,Optimal
R_Pune,05-09-2024,A,227,219,6,Assembly,Valeo,Body_Parts,10,27,Power_Failure,497,361,75049.41,5,2.74,96.48,Optimal
R_Pune,04-08-2024,A,239,217,12,Painting,Valeo,Gearbox,13,0,Power_Failure,864,353,78360.25,3,5.53,90.79,Optimal
R_Aurangabad,12-07-2024,C,220,198,0,Painting,Continental,Body_Parts,13,49,Machine_Failure,776,565,51279.15,5,0.0,90.0,Optimal
R_Aurangabad,06-03-2024,B,196,173,2,Assembly,ZF,Engine_Parts,4,77,Maintenance,228,432,48869.2,1,1.16,88.27,Below Reorder
R_Aurangabad,04-03-2024,A,240,239,0,Assembly,Bosch,Body_Parts,2,67,Material_Shortage,548,597,73523.91,5,0.0,99.58,Below Reorder
R_Aurangabad,02-09-2024,B,192,156,4,Assembly,ZF,Body_Parts,10,55,Power_Failure,630,471,64476.43,3,2.56,81.25,Optimal
R_Chakan,02-07-2024,C,228,203,12,No Defect,Mahindra_Suppliers,Electronics,11,30,Maintenance,705,407,70099.02,4,5.91,89.04,Optimal
R_Pune,30-06-2024,B,195,187,14,No Defect,Valeo,Engine_Parts,3,17,Material_Shortage,262,422,62821.89,5,7.49,95.9,Below Reorder
R_Pune,22-10-2024,B,221,183,12,Painting,Valeo,Electronics,6,147,Maintenance,304,436,77851.17,4,6.56,82.81,Below Reorder
R_Chakan,01-01-2024,C,234,223,6,Electrical,Valeo,Engine_Parts,15,105,Maintenance,890,530,60386.68,1,2.69,95.3,Optimal
R_Aurangabad,06-05-2024,B,225,206,13,Electrical,Continental,Body_Parts,9,109,Machine_Failure,557,500,70871.01,0,6.31,91.56,Optimal
R_Aurangabad,14-01-2024,B,242,226,13,No Defect,ZF,Electronics,13,164,Material_Shortage,392,527,63752.53,4,5.75,93.39,Below Reorder
R_Pune,10-09-2024,A,226,221,11,Electrical,Valeo,Gearbox,10,33,Material_Shortage,641,475,51593.74,1,4.98,97.79,Optimal
R_Pune,15-02-2024,B,221,201,12,Painting,Bosch,Engine_Parts,8,58,Material_Shortage,1116,327,79337.98,3,5.97,90.95,Optimal
R_Chakan,20-10-2024,C,208,185,1,Welding,Continental,Gearbox,11,60,Material_Shortage,677,459,53687.99,5,0.54,88.94,Optimal
R_Chakan,31-03-2024,C,230,199,2,No Defect,ZF,Engine_Parts,3,178,Machine_Failure,1157,595,75834.07,4,1.01,86.52,Optimal
R_Aurangabad,07-05-2024,B,210,200,8,Welding,Continental,Electronics,3,62,Maintenance,277,445,64297.4,2,4.0,95.24,Below Reorder
R_Pune,03-02-2024,C,251,219,8,Assembly,Valeo,Gearbox,3,158,Maintenance,272,468,61081.7,1,3.65,87.25,Below Reorder
R_Aurangabad,04-01-2024,A,248,243,12,Welding,Mahindra_Suppliers,Body_Parts,8,23,Machine_Failure,250,360,79440.26,3,4.94,97.98,Below Reorder
R_Aurangabad,25-05-2024,B,239,222,5,Assembly,Continental,Gearbox,14,38,Power_Failure,985,533,70145.92,3,2.25,92.89,Optimal
R_Aurangabad,04-08-2024,A,238,223,7,Assembly,ZF,Electronics,2,162,Material_Shortage,933,484,64381.61,0,3.14,93.7,Optimal
R_Pune,28-06-2024,C,181,148,3,Assembly,Continental,Engine_Parts,6,109,Material_Shortage,576,520,74804.5,3,2.03,81.77,Optimal
R_Aurangabad,30-01-2024,B,183,156,3,Painting,Bosch,Electronics,5,108,Power_Failure,995,372,61136.48,4,1.92,85.25,Optimal
R_Chakan,20-04-2024,A,234,216,14,Electrical,Valeo,Engine_Parts,3,29,Power_Failure,719,427,49222.95,5,6.48,92.31,Optimal
R_Pune,13-09-2024,C,200,181,14,No Defect,Valeo,Engine_Parts,7,125,Material_Shortage,1087,439,45845.86,0,7.73,90.5,Optimal
R_Aurangabad,14-09-2024,A,230,204,0,Assembly,Continental,Engine_Parts,8,71,Machine_Failure,1107,437,51481.6,5,0.0,88.7,Optimal
R_Pune,15-06-2024,C,201,191,0,Painting,Bosch,Gearbox,2,115,Maintenance,281,370,46600.86,4,0.0,95.02,Below Reorder
R_Chakan,21-05-2024,B,244,204,10,Electrical,ZF,Engine_Parts,14,61,Material_Shortage,1119,498,45647.19,1,4.9,83.61,Optimal
R_Chakan,13-03-2024,A,212,212,15,Welding,Bosch,Engine_Parts,15,47,Power_Failure,788,378,54676.35,0,7.08,100.0,Optimal
R_Pune,06-02-2024,B,220,214,10,Electrical,Mahindra_Suppliers,Gearbox,8,147,Maintenance,618,569,68662.55,5,4.67,97.27,Optimal
R_Pune,22-04-2024,B,225,225,5,Painting,ZF,Electronics,4,166,Maintenance,206,500,67479.36,4,2.22,100.0,Below Reorder
R_Aurangabad,15-10-2024,A,236,229,11,Assembly,ZF,Engine_Parts,4,128,Maintenance,1159,326,55540.6,5,4.8,97.03,Optimal
R_Pune,13-03-2024,C,213,210,14,Assembly,Bosch,Gearbox,4,89,Maintenance,527,342,62923.58,1,6.67,98.59,Optimal
R_Aurangabad,31-05-2024,B,184,180,7,Assembly,Continental,Engine_Parts,8,105,Machine_Failure,237,565,53489.39,4,3.89,97.83,Below Reorder
R_Pune,18-03-2024,A,251,238,7,Assembly,Valeo,Engine_Parts,10,32,Power_Failure,924,374,69496.68,5,2.94,94.82,Optimal
R_Aurangabad,16-03-2024,A,248,232,10,Painting,Mahindra_Suppliers,Gearbox,11,89,Maintenance,746,571,78037.71,5,4.31,93.55,Optimal
R_Aurangabad,30-04-2024,B,197,173,14,Painting,Bosch,Gearbox,12,80,Maintenance,766,489,45776.34,3,8.09,87.82,Optimal
R_Pune,27-01-2024,B,234,202,1,Painting,Continental,Gearbox,11,21,Power_Failure,960,467,53857.68,1,0.5,86.32,Optimal
R_Pune,01-01-2024,C,193,173,15,Welding,Bosch,Engine_Parts,5,100,Maintenance,238,519,67877.34,4,8.67,89.64,Below Reorder
R_Chakan,12-06-2024,C,214,211,9,Electrical,Bosch,Body_Parts,12,113,Material_Shortage,1011,442,61094.68,5,4.27,98.6,Optimal
R_Pune,27-02-2024,C,258,236,15,No Defect,Valeo,Electronics,11,22,Material_Shortage,543,420,73825.57,5,6.36,91.47,Optimal
R_Pune,09-10-2024,B,234,197,2,Electrical,Bosch,Gearbox,7,153,Machine_Failure,855,486,63775.79,5,1.02,84.19,Optimal
R_Chakan,06-06-2024,C,254,243,9,Welding,ZF,Engine_Parts,15,2,Power_Failure,907,374,68129.49,0,3.7,95.67,Optimal
R_Chakan,28-09-2024,A,240,224,9,Electrical,Continental,Engine_Parts,14,161,Machine_Failure,808,362,50312.5,5,4.02,93.33,Optimal
R_Pune,02-10-2024,A,189,151,7,No Defect,Valeo,Body_Parts,4,90,Material_Shortage,825,520,53893.06,4,4.64,79.89,Optimal
R_Pune,16-06-2024,C,186,149,13,Assembly,Bosch,Engine_Parts,6,111,Power_Failure,432,563,61613.76,0,8.72,80.11,Below Reorder
R_Aurangabad,19-07-2024,C,258,225,7,No Defect,Bosch,Body_Parts,11,148,Material_Shortage,324,325,59435.3,3,3.11,87.21,Below Reorder
R_Pune,25-08-2024,A,195,169,15,No Defect,Mahindra_Suppliers,Gearbox,10,56,Material_Shortage,1015,463,63327.8,5,8.88,86.67,Optimal
R_Aurangabad,28-09-2024,B,229,192,13,No Defect,Valeo,Body_Parts,6,13,Machine_Failure,421,412,48806.67,4,6.77,83.84,Optimal
R_Aurangabad,09-07-2024,B,196,192,12,Welding,ZF,Engine_Parts,7,47,Maintenance,273,367,78395.05,2,6.25,97.96,Below Reorder
R_Aurangabad,31-03-2024,C,232,232,8,Assembly,Continental,Electronics,13,56,Power_Failure,224,575,49387.22,2,3.45,100.0,Below Reorder
R_Aurangabad,16-05-2024,C,259,232,15,Electrical,Continental,Engine_Parts,14,115,Maintenance,853,447,58853.06,2,6.47,89.58,Optimal
R_Aurangabad,04-05-2024,C,253,231,3,Painting,Continental,Body_Parts,12,146,Machine_Failure,371,369,58120.24,5,1.3,91.3,Optimal
R_Aurangabad,24-06-2024,B,185,181,1,Assembly,ZF,Engine_Parts,6,7,Maintenance,919,399,60971.74,0,0.55,97.84,Optimal
R_Pune,02-07-2024,B,193,170,1,Welding,Bosch,Body_Parts,13,159,Machine_Failure,315,417,51882.38,4,0.59,88.08,Below Reorder
R_Pune,24-09-2024,B,257,238,11,Electrical,Continental,Gearbox,2,140,Power_Failure,264,305,55172.99,3,4.62,92.61,Below Reorder
R_Pune,02-06-2024,C,238,209,11,Electrical,Continental,Engine_Parts,12,149,Power_Failure,1093,407,69495.51,1,5.26,87.82,Optimal
R_Pune,19-07-2024,C,223,219,7,Painting,Bosch,Body_Parts,14,73,Maintenance,1191,544,65980.9,5,3.2,98.21,Optimal
R_Chakan,15-08-2024,B,187,165,5,Welding,Bosch,Electronics,12,109,Power_Failure,380,332,60733.49,5,3.03,88.24,Optimal
R_Chakan,22-10-2024,A,223,217,12,No Defect,ZF,Gearbox,14,50,Material_Shortage,425,433,73815.16,5,5.53,97.31,Below Reorder
R_Aurangabad,01-07-2024,C,221,186,5,Electrical,Continental,Gearbox,3,114,Maintenance,542,388,57791.47,4,2.69,84.16,Optimal
R_Aurangabad,26-03-2024,B,237,204,1,No Defect,Continental,Engine_Parts,8,177,Machine_Failure,998,547,63087.24,4,0.49,86.08,Optimal
R_Chakan,30-05-2024,B,250,246,9,Welding,Mahindra_Suppliers,Engine_Parts,3,26,Maintenance,470,332,52322.46,4,3.66,98.4,Optimal
R_Chakan,23-01-2024,C,255,254,15,Welding,Bosch,Engine_Parts,4,36,Material_Shortage,550,373,63835.26,2,5.91,99.61,Optimal
R_Chakan,02-01-2024,A,222,220,13,Welding,Valeo,Engine_Parts,9,83,Machine_Failure,740,467,69172.52,5,5.91,99.1,Optimal
R_Aurangabad,09-03-2024,A,207,189,5,Electrical,Mahindra_Suppliers,Gearbox,12,85,Material_Shortage,488,395,79950.53,1,2.65,91.3,Optimal
R_Pune,11-08-2024,A,257,231,8,Assembly,ZF,Electronics,8,61,Maintenance,734,352,76976.32,1,3.46,89.88,Optimal
R_Chakan,16-05-2024,A,225,208,14,Painting,Mahindra_Suppliers,Body_Parts,12,131,Material_Shortage,646,304,47578.11,0,6.73,92.44,Optimal
R_Aurangabad,03-10-2024,B,253,213,2,Assembly,Mahindra_Suppliers,Electronics,12,8,Machine_Failure,356,564,56229.34,5,0.94,84.19,Below Reorder
R_Pune,21-06-2024,C,243,209,2,Welding,Valeo,Body_Parts,11,13,Material_Shortage,1087,519,46042.32,1,0.96,86.01,Optimal
R_Chakan,29-02-2024,B,221,187,12,Painting,ZF,Body_Parts,4,78,Maintenance,397,442,61081.02,0,6.42,84.62,Below Reorder
R_Aurangabad,12-03-2024,C,239,233,9,Assembly,Valeo,Electronics,2,7,Machine_Failure,1171,326,71365.05,3,3.86,97.49,Optimal
R_Pune,20-09-2024,A,232,212,6,Welding,Bosch,Gearbox,12,160,Maintenance,899,304,78756.69,4,2.83,91.38,Optimal
R_Pune,09-05-2024,C,232,226,14,Assembly,Bosch,Engine_Parts,11,16,Machine_Failure,835,449,63625.01,4,6.19,97.41,Optimal
R_Aurangabad,26-06-2024,A,227,216,0,Electrical,Valeo,Body_Parts,10,53,Material_Shortage,242,491,50572.66,1,0.0,95.15,Below Reorder
R_Chakan,31-07-2024,B,186,154,7,No Defect,Continental,Engine_Parts,8,55,Material_Shortage,1002,482,56114.52,1,4.55,82.8,Optimal
R_Pune,08-10-2024,B,189,186,15,Painting,Mahindra_Suppliers,Electronics,12,92,Material_Shortage,835,317,61592.59,2,8.06,98.41,Optimal
R_Pune,20-09-2024,C,208,173,14,Assembly,Mahindra_Suppliers,Body_Parts,10,180,Maintenance,1186,389,77396.59,4,8.09,83.17,Optimal
R_Chakan,24-04-2024,A,228,206,3,No Defect,Continental,Electronics,2,97,Maintenance,807,359,63987.63,5,1.46,90.35,Optimal
R_Chakan,07-03-2024,C,201,199,8,Painting,Bosch,Engine_Parts,2,163,Material_Shortage,252,329,73340.68,2,4.02,99.0,Below Reorder
R_Chakan,09-08-2024,B,231,213,15,No Defect,Mahindra_Suppliers,Engine_Parts,13,6,Power_Failure,638,498,50286.34,1,7.04,92.21,Optimal
R_Chakan,26-08-2024,A,216,185,10,No Defect,Continental,Engine_Parts,9,178,Machine_Failure,585,309,54888.9,4,5.41,85.65,Optimal
R_Chakan,21-05-2024,B,209,192,3,Electrical,Mahindra_Suppliers,Gearbox,3,171,Material_Shortage,1079,319,70931.72,2,1.56,91.87,Optimal
R_Aurangabad,07-06-2024,C,251,222,15,Assembly,ZF,Body_Parts,7,29,Power_Failure,225,531,62956.64,0,6.76,88.45,Below Reorder
R_Aurangabad,08-03-2024,B,250,237,2,Assembly,Mahindra_Suppliers,Gearbox,11,17,Material_Shortage,515,447,49791.42,1,0.84,94.8,Optimal
R_Aurangabad,12-09-2024,C,202,193,9,Welding,Continental,Engine_Parts,13,48,Power_Failure,1000,326,62309.46,3,4.66,95.54,Optimal
R_Chakan,24-05-2024,C,222,222,14,No Defect,ZF,Engine_Parts,10,76,Power_Failure,311,484,50928.89,2,6.31,100.0,Below Reorder
R_Chakan,23-09-2024,B,198,195,10,Assembly,ZF,Engine_Parts,14,83,Power_Failure,294,541,51600.61,0,5.13,98.48,Below Reorder
R_Aurangabad,07-06-2024,C,188,171,2,Electrical,Continental,Electronics,6,131,Material_Shortage,712,354,77021.76,3,1.17,90.96,Optimal
R_Pune,10-08-2024,C,245,230,1,No Defect,Valeo,Gearbox,12,62,Power_Failure,604,527,74705.25,3,0.43,93.88,Optimal
R_Pune,05-02-2024,A,231,225,0,Electrical,Mahindra_Suppliers,Gearbox,3,148,Maintenance,1096,535,61125.76,2,0.0,97.4,Optimal
R_Aurangabad,22-09-2024,A,228,220,0,Welding,Valeo,Gearbox,9,172,Power_Failure,874,441,59474.13,5,0.0,96.49,Optimal
R_Aurangabad,04-09-2024,C,229,216,13,Assembly,ZF,Engine_Parts,9,146,Machine_Failure,494,488,64451.6,2,6.02,94.32,Optimal
R_Aurangabad,19-10-2024,A,255,227,12,No Defect,Valeo,Gearbox,5,5,Power_Failure,829,544,55785.12,1,5.29,89.02,Optimal
R_Aurangabad,21-02-2024,A,223,184,6,Painting,Continental,Electronics,8,162,Maintenance,751,500,74264.4,3,3.26,82.51,Optimal
R_Pune,09-03-2024,C,246,223,15,Electrical,Mahindra_Suppliers,Engine_Parts,13,78,Machine_Failure,948,481,74427.4,2,6.73,90.65,Optimal
R_Pune,11-06-2024,A,221,181,8,Painting,Bosch,Electronics,5,142,Maintenance,350,396,62443.78,4,4.42,81.9,Below Reorder
R_Pune,27-04-2024,A,212,197,14,Painting,ZF,Body_Parts,15,139,Power_Failure,363,372,58721.1,1,7.11,92.92,Below Reorder
R_Aurangabad,07-02-2024,B,257,234,0,Welding,Valeo,Electronics,13,142,Power_Failure,1037,576,57247.6,0,0.0,91.05,Optimal
R_Pune,21-05-2024,B,194,174,9,Painting,Valeo,Engine_Parts,12,122,Material_Shortage,932,429,56020.7,2,5.17,89.69,Optimal
R_Chakan,25-10-2024,C,220,209,9,Painting,Valeo,Body_Parts,14,65,Maintenance,637,409,61942.12,2,4.31,95.0,Optimal
R_Aurangabad,14-09-2024,A,201,161,11,Welding,Valeo,Gearbox,4,76,Material_Shortage,447,563,60578.14,4,6.83,80.1,Below Reorder
R_Aurangabad,19-09-2024,B,181,180,3,Electrical,Continental,Engine_Parts,4,180,Maintenance,780,391,57087.88,3,1.67,99.45,Optimal
R_Aurangabad,15-10-2024,A,237,205,9,Assembly,Valeo,Electronics,8,137,Machine_Failure,596,346,60905.16,5,4.39,86.5,Optimal
R_Pune,17-07-2024,A,191,153,4,Assembly,Mahindra_Suppliers,Body_Parts,8,170,Maintenance,499,545,74800.16,0,2.61,80.1,Below Reorder
R_Aurangabad,20-05-2024,B,240,226,4,Welding,ZF,Engine_Parts,3,162,Maintenance,760,553,53972.9,0,1.77,94.17,Optimal
R_Aurangabad,27-04-2024,A,212,208,3,No Defect,Mahindra_Suppliers,Engine_Parts,12,131,Power_Failure,779,468,62549.46,3,1.44,98.11,Optimal
R_Chakan,18-02-2024,C,219,180,5,Painting,Continental,Body_Parts,13,6,Material_Shortage,311,324,46610.79,1,2.78,82.19,Below Reorder
R_Aurangabad,02-05-2024,B,185,175,15,Painting,Mahindra_Suppliers,Body_Parts,3,51,Material_Shortage,299,550,49589.38,1,8.57,94.59,Below Reorder
R_Pune,03-05-2024,C,214,202,6,Painting,Continental,Engine_Parts,8,128,Maintenance,959,375,51324.98,5,2.97,94.39,Optimal
R_Pune,16-07-2024,B,257,252,15,Assembly,ZF,Gearbox,6,103,Maintenance,951,369,53937.77,1,5.95,98.05,Optimal
R_Chakan,08-07-2024,A,250,250,14,Welding,ZF,Gearbox,10,55,Power_Failure,758,379,54950.69,2,5.6,100.0,Optimal
R_Pune,24-05-2024,A,207,203,5,No Defect,ZF,Gearbox,2,134,Material_Shortage,845,568,75890.02,0,2.46,98.07,Optimal
R_Chakan,12-10-2024,B,243,225,13,Assembly,Valeo,Electronics,13,85,Machine_Failure,943,561,45850.99,2,5.78,92.59,Optimal
R_Chakan,27-10-2024,B,235,202,2,Assembly,Mahindra_Suppliers,Electronics,11,167,Maintenance,484,563,74748.41,0,0.99,85.96,Below Reorder
R_Aurangabad,22-06-2024,A,215,193,10,Welding,Valeo,Electronics,11,155,Power_Failure,285,396,72255.31,0,5.18,89.77,Below Reorder
R_Aurangabad,03-07-2024,C,203,184,5,No Defect,Valeo,Body_Parts,13,75,Machine_Failure,710,563,66463.93,4,2.72,90.64,Optimal
R_Pune,02-05-2024,B,258,255,5,No Defect,ZF,Engine_Parts,4,141,Machine_Failure,573,326,52669.21,2,1.96,98.84,Optimal
R_Aurangabad,11-09-2024,A,196,195,9,Electrical,ZF,Electronics,4,60,Material_Shortage,274,377,58702.95,3,4.62,99.49,Below Reorder
R_Pune,02-09-2024,A,219,197,6,Painting,Valeo,Engine_Parts,12,173,Machine_Failure,1031,558,46158.49,2,3.05,89.95,Optimal
R_Pune,15-04-2024,B,233,219,5,Painting,Continental,Engine_Parts,10,37,Material_Shortage,469,347,72585.74,3,2.28,93.99,Optimal
R_Pune,08-04-2024,A,229,229,0,No Defect,Bosch,Electronics,3,38,Material_Shortage,398,304,66352.67,2,0.0,100.0,Optimal
R_Chakan,30-06-2024,C,184,168,15,Welding,Valeo,Electronics,5,84,Material_Shortage,211,486,70862.8,0,8.93,91.3,Below Reorder
R_Chakan,01-09-2024,B,208,187,11,Welding,Continental,Body_Parts,12,174,Material_Shortage,1136,430,66329.29,2,5.88,89.9,Optimal
R_Aurangabad,20-10-2024,C,210,206,6,No Defect,Valeo,Body_Parts,2,146,Maintenance,393,346,60924.39,2,2.91,98.1,Optimal
R_Pune,24-03-2024,B,248,217,4,No Defect,Mahindra_Suppliers,Body_Parts,9,60,Maintenance,290,449,68081.06,4,1.84,87.5,Below Reorder
R_Aurangabad,11-09-2024,A,255,224,15,Painting,Continental,Gearbox,9,35,Power_Failure,887,394,53207.53,0,6.7,87.84,Optimal
R_Chakan,31-07-2024,B,240,217,14,Welding,Bosch,Electronics,11,116,Material_Shortage,511,427,64925.83,4,6.45,90.42,Optimal
R_Pune,04-07-2024,C,259,259,9,Electrical,Valeo,Engine_Parts,4,30,Machine_Failure,1178,346,74788.54,2,3.47,100.0,Optimal
R_Chakan,01-07-2024,C,189,151,0,Welding,ZF,Engine_Parts,7,167,Maintenance,292,334,76965.38,5,0.0,79.89,Below Reorder
R_Chakan,12-06-2024,B,210,207,4,Welding,ZF,Gearbox,13,55,Material_Shortage,956,418,56580.87,5,1.93,98.57,Optimal
R_Chakan,21-08-2024,A,190,170,14,Painting,Valeo,Engine_Parts,7,64,Maintenance,847,389,54758.78,4,8.24,89.47,Optimal
R_Chakan,20-08-2024,B,259,242,0,Painting,Bosch,Engine_Parts,3,143,Power_Failure,203,574,53830.29,5,0.0,93.44,Below Reorder
R_Chakan,12-09-2024,A,216,210,11,Assembly,Continental,Electronics,12,14,Machine_Failure,978,324,67479.35,1,5.24,97.22,Optimal
R_Aurangabad,13-08-2024,C,230,197,0,Electrical,ZF,Engine_Parts,4,168,Material_Shortage,784,369,69259.07,4,0.0,85.65,Optimal
R_Chakan,23-09-2024,C,197,179,3,Assembly,ZF,Electronics,9,96,Machine_Failure,788,360,64284.93,3,1.68,90.86,Optimal
R_Chakan,25-10-2024,A,226,215,11,Welding,Valeo,Electronics,5,62,Machine_Failure,439,470,69370.12,0,5.12,95.13,Below Reorder
R_Chakan,21-01-2024,C,198,185,14,Welding,Bosch,Electronics,7,89,Machine_Failure,481,544,79730.58,4,7.57,93.43,Below Reorder
R_Pune,17-10-2024,A,259,252,15,Assembly,Bosch,Gearbox,9,173,Power_Failure,458,355,73103.7,4,5.95,97.3,Optimal
R_Chakan,18-02-2024,B,256,221,14,Assembly,Mahindra_Suppliers,Engine_Parts,7,30,Power_Failure,215,514,74223.28,4,6.33,86.33,Below Reorder
R_Aurangabad,28-03-2024,C,235,214,4,Welding,Mahindra_Suppliers,Engine_Parts,2,4,Machine_Failure,665,451,62495.99,2,1.87,91.06,Optimal
R_Aurangabad,19-09-2024,B,223,210,3,Assembly,Continental,Gearbox,6,64,Power_Failure,429,405,67006.47,3,1.43,94.17,Optimal
R_Chakan,30-06-2024,B,227,218,15,Electrical,Continental,Gearbox,3,32,Power_Failure,1133,447,59284.52,3,6.88,96.04,Optimal
R_Pune,10-05-2024,A,253,244,4,No Defect,Bosch,Gearbox,11,96,Power_Failure,958,482,57727.11,1,1.64,96.44,Optimal
R_Chakan,06-02-2024,C,218,203,0,No Defect,Continental,Gearbox,12,109,Power_Failure,1164,491,53783.37,4,0.0,93.12,Optimal
R_Pune,20-04-2024,B,254,238,2,Assembly,Continental,Body_Parts,15,71,Maintenance,948,549,77446.93,1,0.84,93.7,Optimal
R_Pune,21-04-2024,C,239,222,6,Painting,Mahindra_Suppliers,Engine_Parts,14,77,Maintenance,586,589,68283.48,1,2.7,92.89,Below Reorder
